"sex","year","month","L","M","S","SD","length","stature","Pre_1","Per_3","Per_5","Per_10","Per_15","Per_25","Per_50","Per_75","Per_85","Per_90","Per_95","Per_97","Per_99","chart_type"
"F",5,60.5,-0.057729947,107.9566031,0.044276588,,,,,99.35047319,100.3890853,102.0108651,,104.7829358,107.9566031,111.2321213,,114.2701285,116.1301284,117.3552032,,"S"
"F",5,61.5,-0.077206672,108.5436278,0.044344632,,,,,99.88469514,100.9289069,102.5598541,,105.348792,108.5436278,111.8430758,,114.9051683,116.780812,118.0165629,,"S"
"F",5,62.5,-0.09572283,109.1315521,0.044410436,,,,,100.4197939,101.4696357,103.1097819,,105.9155982,109.1315521,112.4548114,,115.5408235,117.4319846,118.6783183,,"S"
"F",5,63.5,-0.113225128,109.7201531,0.044474084,,,,,100.9555286,102.0110354,103.6604184,,106.4831306,109.7201531,113.0670984,,116.1768496,118.0833889,119.3402023,,"S"
"F",5,64.5,-0.129665689,110.3091934,0.044535662,,,,,101.4916463,102.5528574,104.2115203,,107.0511517,110.3091934,113.6796918,,116.8129879,118.7347537,120.0019338,,"S"
"F",5,65.5,-0.145002179,110.8984228,0.044595254,,,,,102.0278838,103.0948423,104.762833,,107.6194116,110.8984228,114.2923342,,117.4489667,119.3857953,120.6632194,,"S"
"F",5,66.5,-0.159197885,111.4875806,0.044652942,,,,,102.5639698,103.6367221,105.3140925,,108.1876502,111.4875806,114.9047572,,118.0845041,120.03622,121.3237564,,"S"
"F",5,67.5,-0.172221748,112.0763967,0.044708809,,,,,103.0996264,104.1782217,105.8650274,,108.7555991,112.0763967,115.5166834,,118.7193096,120.685726,121.9832342,,"S"
"F",5,68.5,-0.184048358,112.6645943,0.044762936,,,,,103.6345709,104.7190606,106.4153599,,109.3229831,112.6645943,116.1278283,,119.3530862,121.3340057,122.6413368,,"S"
"F",5,69.5,-0.194660215,113.2518902,0.044815402,,,,,104.1685175,105.258955,106.9648081,,109.8895213,113.2518902,116.7379017,,119.9855318,121.9807474,123.297745,,"S"
"F",5,70.5,-0.204030559,113.8380006,0.044866288,,,,,104.7011761,105.797617,107.5130874,,110.4549317,113.8380006,117.3466121,,120.6163423,122.6256361,123.9521353,,"S"
"F",5,71.5,-0.212174408,114.4226317,0.044915672,,,,,105.2322625,106.3347618,108.0599112,,111.0189247,114.4226317,117.9536599,,121.2452109,123.2683596,124.6041916,,"S"
"F",6,72.5,-0.219069129,115.0054978,0.044963636,,,,,105.7614857,106.8701003,108.6049935,,111.5812164,115.0054978,118.5587525,,121.8718331,123.9086035,125.2535916,,"S"
"F",6,73.5,-0.224722166,115.5863089,0.045010259,,,,,106.2885612,107.4033481,109.148049,,112.1415202,115.5863089,119.1615941,,122.4959057,124.5460585,125.9000218,,"S"
"F",6,74.5,-0.229140412,116.1647782,0.045055624,,,,,106.8132066,107.9342229,109.6887954,,112.6995522,116.1647782,119.7618926,,123.1171295,125.1804203,126.5431735,,"S"
"F",6,75.5,-0.232335686,116.7406221,0.045099817,,,,,107.3351443,108.4624465,110.2269537,,113.2550319,116.7406221,120.3593603,,123.7352109,125.8113907,127.1827453,,"S"
"F",6,76.5,-0.234324563,117.3135622,0.045142924,,,,,107.8541019,108.987746,110.7622502,,113.8076835,117.3135622,120.9537147,,124.3498634,126.4386798,127.8184451,,"S"
"F",6,77.5,-0.235128195,117.8833259,0.045185036,,,,,108.3698135,109.5098548,111.2944168,,114.3572371,117.8833259,121.5446807,,124.9608087,127.0620077,128.4499914,,"S"
"F",6,78.5,-0.234772114,118.4496481,0.045226249,,,,,108.8820206,110.0285133,111.8231928,,114.9034294,118.4496481,122.1319914,,125.5677788,127.6811055,129.0771148,,"S"
"F",6,79.5,-0.233286033,119.0122722,0.045266662,,,,,109.3904733,110.5434704,112.3483251,,115.4460056,119.0122722,122.7153896,,126.1705167,128.2957169,129.69956,,"S"
"F",6,80.5,-0.230703633,119.5709513,0.045306383,,,,,109.8949308,111.0544841,112.8695701,,115.9847196,119.5709513,123.2946291,,126.7687784,128.9056,130.3170863,,"S"
"F",6,81.5,-0.227062344,120.1254495,0.045345524,,,,,110.3951624,111.5613221,113.3866939,,116.5193358,120.1254495,123.8694758,,127.3623338,129.5105281,130.9294701,,"S"
"F",6,82.5,-0.222403111,120.6755427,0.045384203,,,,,110.890948,112.0637632,113.8994733,,117.0496296,120.6755427,124.4397092,,127.9509681,130.1102914,131.5365053,,"S"
"F",6,83.5,-0.216770161,121.22102,0.045422551,,,,,111.3820796,112.5615976,114.407697,,117.5753884,121.22102,125.0051231,,128.5344832,130.7046982,132.1380052,,"S"
"F",7,84.5,-0.210210748,121.7616844,0.045460702,,,,,111.868361,113.054628,114.9111662,,118.0964128,121.7616844,125.5655273,,129.1126986,131.2935761,132.7338033,,"S"
"F",7,85.5,-0.202774891,122.2973542,0.045498803,,,,,112.3496093,113.54267,115.4096953,,118.6125173,122.2973542,126.1207484,,129.6854529,131.876773,133.323755,,"S"
"F",7,86.5,-0.194515104,122.827864,0.045537012,,,,,112.825655,114.0255532,115.9031127,,119.1235313,122.827864,126.6706308,,130.2526047,132.4541587,133.9077383,,"S"
"F",7,87.5,-0.185486099,123.3530652,0.045575495,,,,,113.2963432,114.5031216,116.391262,,119.6293,123.3530652,127.2150383,,130.8140342,133.025626,134.4856552,,"S"
"F",7,88.5,-0.175744476,123.8728276,0.045614432,,,,,113.7615336,114.9752341,116.874002,,120.1296849,123.8728276,127.7538545,,131.3696436,133.5910912,135.0574328,,"S"
"F",7,89.5,-0.165348396,124.38704,0.045654016,,,,,114.2211014,115.4417656,117.351208,,120.6245654,124.38704,128.2869845,,131.9193587,134.150496,135.6230245,,"S"
"F",7,90.5,-0.15435722,124.8956114,0.04569445,,,,,114.674938,115.9026074,117.8227724,,121.113839,124.8956114,128.8143555,,132.4631302,134.7038082,136.1824107,,"S"
"F",7,91.5,-0.142831123,125.398472,0.045735953,,,,,115.1229513,116.3576679,118.2886054,,121.5974226,125.398472,129.3359181,,133.000934,135.2510227,136.7356,,"S"
"F",7,92.5,-0.130830669,125.895574,0.045778759,,,,,115.5650666,116.8068731,118.7486357,,122.0752529,125.895574,129.8516474,,133.5327731,135.7921628,137.2826306,,"S"
"F",7,93.5,-0.118416354,126.3868929,0.045823114,,,,,116.001227,117.2501678,119.2028114,,122.5472882,126.3868929,130.3615441,,134.0586782,136.3272809,137.8235707,,"S"
"F",7,94.5,-0.105648092,126.8724284,0.04586928,,,,,116.4313942,117.6875155,119.651101,,123.0135084,126.8724284,130.8656354,,134.5787089,136.8564598,138.3585197,,"S"
"F",7,95.5,-0.092584657,127.3522056,0.045917535,,,,,116.8555488,118.1188998,120.0934937,,123.4739166,127.3522056,131.3639763,,135.0929548,137.3798137,138.8876092,,"S"
"F",8,96.5,-0.079283065,127.8262759,0.045968169,,,,,117.2736916,118.5443251,120.5300007,,123.92854,127.8262759,131.8566506,,135.6015364,137.8974887,139.411004,,"S"
"F",8,97.5,-0.065797888,128.2947187,0.04602149,,,,,117.6858437,118.9638171,120.9606563,,124.3774309,128.2947187,132.3437724,,136.1046066,138.4096645,139.9289024,,"S"
"F",8,98.5,-0.0521805,128.757642,0.046077818,,,,,118.092048,119.3774239,121.3855185,,124.8206679,128.757642,132.8254867,,136.602351,138.9165546,140.4415378,,"S"
"F",8,99.5,-0.03847825,129.2151839,0.046137487,,,,,118.4923693,119.7852171,121.8046703,,125.2583572,129.2151839,133.3019713,,137.0949894,139.4184075,140.9491785,,"S"
"F",8,100.5,-0.024733545,129.6675143,0.046200842,,,,,118.8868959,120.1872927,122.2182208,,125.6906338,129.6675143,133.7734371,,137.5827768,139.9155075,141.4521292,,"S"
"F",8,101.5,-0.010982868,130.1148354,0.04626824,,,,,119.2757403,120.5837721,122.6263066,,126.1176628,130.1148354,134.2401302,,138.0660041,140.4081749,141.9507308,,"S"
"F",8,102.5,0.002744306,130.5573839,0.046340046,,,,,119.6590402,120.9748035,123.029093,,126.5396411,130.5573839,134.7023324,,138.5449986,140.8967672,142.4453609,,"S"
"F",8,103.5,0.016426655,130.995432,0.046416629,,,,,120.0369603,121.3605632,123.4267753,,126.9567984,130.995432,135.1603626,,139.0201256,141.3816789,142.936434,,"S"
"F",8,104.5,0.030052231,131.4292887,0.046498361,,,,,120.4096928,121.7412571,123.8195805,,127.3693994,131.4292887,135.6145777,,139.4917879,141.8633417,143.4244013,,"S"
"F",8,105.5,0.043619747,131.8593015,0.046585611,,,,,120.7774598,122.1171219,124.2077692,,127.7777448,131.8593015,136.0653737,,139.9604267,142.3422248,143.9097502,,"S"
"F",8,106.5,0.05713988,132.2858574,0.046678741,,,,,121.140514,122.4884272,124.5916364,,128.1821733,132.2858574,136.5131864,,140.4265216,142.818834,144.3930034,,"S"
"F",8,107.5,0.070636605,132.7093845,0.046778099,,,,,121.4991408,122.8554769,124.9715143,,128.5830629,132.7093845,136.9584917,,140.8905903,143.2937108,144.8747179,,"S"
"F",9,108.5,0.08414848,133.1303527,0.04688401,,,,,121.8536605,123.2186111,125.3477734,,128.9808329,133.1303527,137.4018066,,141.3531879,143.7674316,145.3554829,,"S"
"F",9,109.5,0.097729873,133.5492749,0.046996769,,,,,122.2044292,123.5782083,125.7208245,,129.3759451,133.5492749,137.8436884,,141.8149059,144.2406053,145.8359173,,"S"
"F",9,110.5,0.111452039,133.9667073,0.047116633,,,,,122.551842,123.9346869,126.0911208,,129.7689053,133.9667073,138.2847346,,142.2763706,144.7138712,146.3166671,,"S"
"F",9,111.5,0.125404005,134.3832499,0.047243801,,,,,122.8963342,124.2885075,126.4591593,,130.1602643,134.3832499,138.7255822,,142.7382405,145.1878952,146.798401,,"S"
"F",9,112.5,0.13969316,134.7995463,0.047378413,,,,,123.2383839,124.6401749,126.8254825,,130.5506193,134.7995463,139.1669053,,143.2012034,145.6633664,147.2818057,,"S"
"F",9,113.5,0.154445482,135.2162826,0.047520521,,,,,123.5785142,124.9902397,127.1906801,,130.9406135,135.2162826,139.6094137,,143.6659721,146.1409913,147.7675803,,"S"
"F",9,114.5,0.169805275,135.634186,0.047670085,,,,,123.9172948,125.3393004,127.5553896,,131.330937,135.634186,140.0538485,,144.1332799,146.6214882,148.2564292,,"S"
"F",9,115.5,0.185934346,136.0540223,0.047826946,,,,,124.2553446,125.6880049,127.9202978,,131.7223254,136.0540223,140.5009788,,144.6038739,147.1055797,148.7490543,,"S"
"F",9,116.5,0.203010488,136.4765925,0.04799081,,,,,124.5933332,126.0370512,128.2861404,,132.1155587,136.4765925,140.9515953,,145.0785079,147.5939843,149.2461456,,"S"
"F",9,117.5,0.2212252,136.9027281,0.048161228,,,,,124.9319822,126.3871885,128.6537014,,132.5114586,136.9027281,141.406504,,145.5579335,148.0874065,149.7483713,,"S"
"F",9,118.5,0.240780542,137.3332846,0.04833757,,,,,125.2720662,126.7392174,129.0238124,,132.9108849,137.3332846,141.8665172,,146.0428902,148.586526,150.2563656,,"S"
"F",9,119.5,0.261885086,137.7691339,0.048519011,,,,,125.6144133,127.0939883,129.3973496,,133.3147302,137.7691339,142.3324443,,146.5340936,149.0919854,150.7707169,,"S"
"F",10,120.5,0.284748919,138.2111552,0.048704503,,,,,125.9599043,127.4524005,129.7752299,,133.7239135,138.2111552,142.8050794,,147.0322225,149.6043767,151.2919534,,"S"
"F",10,121.5,0.309577733,138.6602228,0.048892759,,,,,126.3094709,127.8153983,130.1584061,,134.1393714,138.6602228,143.2851879,,147.5379045,150.1242269,151.8205297,,"S"
"F",10,122.5,0.336566048,139.1171933,0.049082239,,,,,126.6640931,128.1839668,130.5478595,,134.5620476,139.1171933,143.7734919,,148.0517004,150.6519828,152.3568114,,"S"
"F",10,123.5,0.365889711,139.5828898,0.049271137,,,,,127.0247941,128.5591249,130.9445907,,134.9928804,139.5828898,144.2706527,,148.5740881,151.1879951,152.9010603,,"S"
"F",10,124.5,0.397699038,140.0580848,0.049457371,,,,,127.3926332,128.9419168,131.3496084,,135.4327874,140.0580848,144.7772534,,149.1054445,151.7325029,153.4534201,,"S"
"F",10,125.5,0.432104409,140.5434787,0.049638596,,,,,127.7686986,129.3334014,131.7639151,,135.8826474,140.5434787,145.2937779,,149.6460289,152.2856189,154.0139039,,"S"
"F",10,126.5,0.46917993,141.0396832,0.049812203,,,,,128.1540923,129.7346372,132.1884911,,136.3432832,141.0396832,145.8205935,,150.1959657,152.8473131,154.5823786,,"S"
"F",10,127.5,0.508943272,141.5471945,0.049975355,,,,,128.5499184,130.1466666,132.6242751,,136.8154369,141.5471945,146.3579283,,150.7552278,153.4174019,155.1585578,,"S"
"F",10,128.5,0.551354277,142.0663731,0.050125012,,,,,128.9572634,130.5704957,133.072142,,137.299748,142.0663731,146.9058529,,151.3236226,153.9955367,155.741993,,"S"
"F",10,129.5,0.596307363,142.59742,0.050257992,,,,,129.3771753,131.0070717,133.5328789,,137.7967284,142.59742,147.4642617,,151.9007796,154.581196,156.3320686,,"S"
"F",10,130.5,0.643626542,143.1403553,0.050371024,,,,,129.8106385,131.4572565,134.0071586,,138.3067365,143.1403553,148.0328573,,152.4861414,155.1736815,156.9280012,,"S"
"F",10,131.5,0.693062173,143.6949981,0.050460835,,,,,130.2585454,131.9217986,134.4955119,,138.8299523,143.6949981,148.6111378,,153.0789588,155.7721177,157.5288429,,"S"
"F",11,132.5,0.744289752,144.2609497,0.050524236,,,,,130.7216652,132.4013028,134.9982982,,139.3663536,144.2609497,149.1983881,,153.6782905,156.3754566,158.1334886,,"S"
"F",11,133.5,0.79691098,144.8375809,0.050558224,,,,,131.2006102,132.8961979,135.5156778,,139.9156938,144.8375809,149.7936767,,154.2830074,156.9824866,158.740688,,"S"
"F",11,134.5,0.85045728,145.4240246,0.050560083,,,,,131.6958014,133.4067049,136.0475846,,140.4774848,145.4240246,150.3958583,,154.8918033,157.591847,159.3490618,,"S"
"F",11,135.5,0.904395871,146.0191748,0.050527494,,,,,132.2074327,133.9328066,136.5937022,,141.0509836,146.0191748,151.0035823,,155.5032105,158.2020466,159.9571223,,"S"
"F",11,136.5,0.958138449,146.621692,0.050458634,,,,,132.7354383,134.4742195,137.1534445,,141.6351863,146.621692,151.6153083,,156.1156207,158.8114866,160.5632969,,"S"
"F",11,137.5,1.011054559,147.2300177,0.050352269,,,,,133.2794613,135.0303699,137.7259419,,142.228829,147.2300177,152.2293288,,156.7273114,159.4184879,161.1659545,,"S"
"F",11,138.5,1.062474568,147.8423918,0.050207825,,,,,133.8388331,135.6003795,138.3100351,,142.8303943,147.8423918,152.8437944,,157.336476,160.0213216,161.7634371,,"S"
"F",11,139.5,1.111727029,148.4568879,0.050025434,,,,,134.4125492,136.1830524,138.9042785,,143.4381342,148.4568879,153.4567526,,157.9412574,160.6182378,162.3540831,,"S"
"F",11,140.5,1.158135105,149.0714413,0.049805967,,,,,134.9992687,136.7768804,139.5069517,,144.0500909,149.0714413,154.0661803,,158.5397832,161.2075007,162.9362629,,"S"
"F",11,141.5,1.201050821,149.6838943,0.049551023,,,,,135.5973139,137.3800519,140.1160824,,144.6641345,149.6838943,154.6700274,,159.1302018,161.7874182,163.5084028,,"S"
"F",11,142.5,1.239852328,150.2920328,0.049262895,,,,,136.2046931,137.9904798,140.7294775,,145.2779986,150.2920328,155.2662534,,159.710717,162.3563754,164.0690181,,"S"
"F",11,143.5,1.274006058,150.8936469,0.048944504,,,,,136.8191174,138.6058289,141.3447662,,145.8893375,150.8936469,155.8528786,,160.2796226,162.9128551,164.6167234,,"S"
"F",12,144.5,1.303044695,151.4865636,0.048599314,,,,,137.4380555,139.2235689,141.9594471,,146.4957662,151.4865636,156.4280126,,160.8353311,163.4554684,165.1502647,,"S"
"F",12,145.5,1.326605954,152.0686985,0.048231224,,,,,138.0587804,139.8410247,142.5709442,,147.0949169,152.0686985,156.9898953,,161.3763995,163.9829705,165.6685285,,"S"
"F",12,146.5,1.344443447,152.6380955,0.047844442,,,,,138.6784334,140.4554388,143.1766639,,147.6844892,152.6380955,157.5369262,,161.9015501,164.4942764,166.1705539,,"S"
"F",12,147.5,1.356437773,153.1929631,0.047443362,,,,,139.2940935,141.064036,143.7740547,,148.2622979,153.1929631,158.0676887,,162.4096857,164.9884705,166.6555396,,"S"
"F",12,148.5,1.362602695,153.7317031,0.04703243,,,,,139.902849,141.6640898,144.3606631,,148.8263158,153.7317031,158.5809683,,162.8998985,165.4648118,167.1228459,,"S"
"F",12,149.5,1.363085725,154.2529332,0.046616026,,,,,140.5018697,142.2529855,144.9341866,,149.3747099,154.2529332,159.0757636,,163.3714746,165.9227345,167.5719943,,"S"
"F",12,150.5,1.358162799,154.755501,0.046198356,,,,,141.0884738,142.8282787,145.4925187,,149.9058698,154.755501,159.5512908,,163.8238923,166.3618445,168.0026622,,"S"
"F",12,151.5,1.348227142,155.2384904,0.04578335,,,,,141.6601883,143.3877452,146.0337866,,150.4184277,155.2384904,160.006982,,164.2568163,166.7819123,168.4146759,,"S"
"F",12,152.5,1.333772923,155.7012216,0.045374597,,,,,142.2147984,143.9294218,146.5563788,,150.9112703,155.7012216,160.4424774,,164.6700879,167.1828627,168.8080012,,"S"
"F",12,153.5,1.315374704,156.1432438,0.044975281,,,,,142.7503859,144.4516354,147.0589626,,151.3835413,156.1432438,160.8576139,,165.0637118,167.5647631,169.1827317,,"S"
"F",12,154.5,1.293664024,156.564323,0.044588148,,,,,143.2653544,144.9530205,147.5404925,,151.8346381,156.564323,161.252409,,165.4378408,167.9278093,169.5390766,,"S"
"F",12,155.5,1.269304678,156.9644258,0.044215488,,,,,143.7584411,145.4325259,148.0002085,,152.2642007,156.9644258,161.6270427,,165.7927589,168.2723104,169.8773471,,"S"
"F",13,156.5,1.242968236,157.3436995,0.043859135,,,,,144.2287179,145.8894106,148.437627,,152.6720956,157.3436995,161.9818377,,166.1288638,168.5986736,170.1979436,,"S"
"F",13,157.5,1.21531127,157.7024507,0.04352048,,,,,144.6755805,146.3232308,148.8525242,,153.0583966,157.7024507,162.317239,,166.4466488,168.9073892,170.5013414,,"S"
"F",13,158.5,1.186955477,158.0411233,0.043200497,,,,,145.0987292,146.7338197,149.2449147,,153.4233611,158.0411233,162.633793,,166.7466859,169.1990151,170.7880784,,"S"
"F",13,159.5,1.158471522,158.3602756,0.042899776,,,,,145.4981426,147.1212613,149.6150259,,153.7674066,158.3602756,162.9321282,,167.0296087,169.474163,171.0587419,,"S"
"F",13,160.5,1.130367088,158.6605588,0.042618565,,,,,145.8740473,147.4858611,149.9632704,,154.0910856,158.6605588,163.2129368,,167.2960978,169.7334849,171.3139575,,"S"
"F",13,161.5,1.103079209,158.9426964,0.042356812,,,,,146.2268836,147.8281145,150.2902174,,154.3950608,158.9426964,163.476957,,167.5468664,169.9776618,171.5543778,,"S"
"F",13,162.5,1.076970655,159.2074654,0.042114211,,,,,146.5572714,148.148675,150.5965645,,154.6800825,159.2074654,163.7249588,,167.7826481,170.207392,171.780673,,"S"
"F",13,163.5,1.052329922,159.455679,0.041890247,,,,,146.8659759,148.4483225,150.8831097,,154.9469659,159.455679,163.9577297,,168.0041861,170.4233822,171.9935219,,"S"
"F",13,164.5,1.029374161,159.688172,0.04168424,,,,,147.1538752,148.7279342,151.1507267,,155.1965718,159.688172,164.1760637,,168.2122241,170.6263392,172.1936047,,"S"
"F",13,165.5,1.008254396,159.9057871,0.041495379,,,,,147.4219304,148.9884574,151.4003414,,155.4297888,159.9057871,164.3807514,,168.4074983,170.8169629,172.3815959,,"S"
"F",13,166.5,0.989062282,160.1093647,0.041322765,,,,,147.6711585,149.2308852,151.6329115,,155.6475179,160.1093647,164.572572,,168.5907313,170.9959407,172.5581591,,"S"
"F",13,167.5,0.971837799,160.299733,0.041165437,,,,,147.902609,149.4562355,151.8494087,,155.8506598,160.299733,164.7522868,,168.7626268,171.1639423,172.7239426,,"S"
"F",14,168.5,0.95657215,160.4776996,0.041022401,,,,,148.1173446,149.6655332,152.0508033,,156.0401024,160.4776996,164.920633,,168.9238654,171.3216174,172.8795764,,"S"
"F",14,169.5,0.94324228,160.6440526,0.040892651,,,,,148.3164186,149.8597926,152.238053,,156.2167175,160.6440526,165.0783248,,169.0751026,171.469589,173.0256638,,"S"
"F",14,170.5,0.931767062,160.7995428,0.040775193,,,,,148.5008727,150.0400107,152.4120911,,156.3813442,160.7995428,165.2260411,,169.2169651,171.6084579,173.1627906,,"S"
"F",14,171.5,0.922058291,160.9448916,0.040669052,,,,,148.6717163,150.2071532,152.5738202,,156.5347914,160.9448916,165.3644316,,169.3500504,171.7387957,173.2915138,,"S"
"F",14,172.5,0.914012643,161.0807857,0.040573288,,,,,148.8299213,150.3621482,152.7241057,,156.6778321,161.0807857,165.4941133,,169.4749261,171.8611461,173.4123635,,"S"
"F",14,173.5,0.907516917,161.2078755,0.040487005,,,,,148.976416,150.5058813,152.8637721,,156.8112003,161.2078755,165.6156697,,169.5921291,171.9760242,173.5258431,,"S"
"F",14,174.5,0.902452436,161.3267744,0.040409354,,,,,149.1120814,150.6391923,152.9936001,,156.9355896,161.3267744,165.7296508,,169.7021662,172.0839168,173.6324287,,"S"
"F",14,175.5,0.898698641,161.4380593,0.040339537,,,,,149.2377485,150.7628729,153.1143251,,157.0516529,161.4380593,165.8365737,,169.8055142,172.1852824,173.7325694,,"S"
"F",14,176.5,0.896143482,161.5422726,0.040276811,,,,,149.3541954,150.877665,153.2266371,,157.1600033,161.5422726,165.9369248,,169.9026209,172.2805514,173.8266863,,"S"
"F",14,177.5,0.894659668,161.639917,0.040220488,,,,,149.4621532,150.9842639,153.3311804,,157.2612106,161.639917,166.0311556,,169.9939056,172.3701297,173.9151788,,"S"
"F",14,178.5,0.89413892,161.7314645,0.040169932,,,,,149.5622993,151.0833153,153.4285552,,157.3558081,161.7314645,166.1196904,,170.0797608,172.4543957,173.9984185,,"S"
"F",14,179.5,0.894475371,161.8173534,0.040124562,,,,,149.6552628,151.1754186,153.5193185,,157.4442908,161.8173534,166.202924,,170.160553,172.5337038,174.0767538,,"S"
"F",15,180.5,0.895569834,161.8979913,0.040083845,,,,,149.7416255,151.2611287,153.6039864,,157.5271178,161.8979913,166.281224,,170.236624,172.6083849,174.1505102,,"S"
"F",15,181.5,0.897330209,161.9737558,0.040047295,,,,,149.8219242,151.3409575,153.6830356,,157.6047139,161.9737558,166.3549321,,170.3082921,172.6787478,174.2199918,,"S"
"F",15,182.5,0.899671635,162.0449969,0.040014473,,,,,149.8966533,151.415377,153.7569057,,157.6774719,162.0449969,166.4243655,,170.3758539,172.7450799,174.2854819,,"S"
"F",15,183.5,0.902516442,162.1120386,0.03998498,,,,,149.9662668,151.4848208,153.8260015,,157.7457539,162.1120386,166.4898188,,170.4395847,172.8076491,174.3472447,,"S"
"F",15,184.5,0.905793969,162.17518,0.039958458,,,,,150.0311812,151.5496874,153.8906954,,157.809894,162.17518,166.5515647,,170.4997408,172.8667045,174.405526,,"S"
"F",15,185.5,0.909440266,162.2346979,0.039934584,,,,,150.0917784,151.610342,153.951329,,157.8701998,162.2346979,166.6098562,,170.5565599,172.9224777,174.4605545,,"S"
"F",15,186.5,0.913397733,162.2908474,0.039913066,,,,,150.1484074,151.6671193,154.0082162,,157.9269542,162.2908474,166.6649274,,170.6102627,172.9751838,174.5125428,,"S"
"F",15,187.5,0.91761471,162.343864,0.039893644,,,,,150.2013879,151.7203255,154.0616446,,157.9804176,162.343864,166.7169951,,170.6610542,173.025023,174.5616886,,"S"
"F",15,188.5,0.922045055,162.3939652,0.039876087,,,,,150.2510113,151.7702407,154.1118775,,158.0308292,162.3939652,166.7662599,,170.7091243,173.0721808,174.6081757,,"S"
"F",15,189.5,0.926647697,162.4413513,0.039860185,,,,,150.2975443,151.8171212,154.1591564,,158.0784088,162.4413513,166.8129074,,170.7546494,173.1168298,174.6521747,,"S"
"F",15,190.5,0.931386217,162.4862071,0.039845754,,,,,150.3412298,151.8612008,154.2037023,,158.1233583,162.4862071,166.8571093,,170.7977929,173.1591301,174.6938442,,"S"
"F",15,191.5,0.93622842,162.5287029,0.039832629,,,,,150.3822898,151.9026934,154.2457175,,158.1658633,162.5287029,166.8990246,,170.8387064,173.1992303,174.7333314,,"S"
"F",16,192.5,0.941145943,162.5689958,0.039820663,,,,,150.4209266,151.9417942,154.2853872,,158.2060942,162.5689958,166.9388003,,170.8775306,173.2372685,174.7707732,,"S"
"F",16,193.5,0.94611388,162.6072309,0.039809725,,,,,150.4573249,151.9786817,154.3228809,,158.2442076,162.6072309,166.9765723,,170.914396,173.2733728,174.8062967,,"S"
"F",16,194.5,0.95111043,162.6435418,0.0397997,,,,,150.4916531,152.013519,154.3583538,,158.2803474,162.6435418,167.0124668,,170.9494236,173.3076624,174.8400201,,"S"
"F",16,195.5,0.956116576,162.6780519,0.039790485,,,,,150.524065,152.0464549,154.3919483,,158.3146459,162.6780519,167.0466004,,170.9827258,173.3402478,174.8720532,,"S"
"F",16,196.5,0.961115792,162.7108751,0.039781991,,,,,150.5547008,152.0776257,154.4237944,,158.3472249,162.7108751,167.0790811,,171.014407,173.3712319,174.902498,,"S"
"F",16,197.5,0.966093766,162.7421168,0.039774136,,,,,150.5836887,152.1071558,154.4540118,,158.3781962,162.7421168,167.110009,,171.0445641,173.4007102,174.9314494,,"S"
"F",16,198.5,0.971038162,162.7718741,0.03976685,,,,,150.6111457,152.1351593,154.4827098,,158.407663,162.7718741,167.1394771,,171.0732871,173.4287717,174.9589959,,"S"
"F",16,199.5,0.975938391,162.8002371,0.03976007,,,,,150.6371789,152.1617405,154.509989,,158.4357202,162.8002371,167.1675715,,171.1006598,173.455499,174.9852197,,"S"
"F",16,200.5,0.980785418,162.8272889,0.039753741,,,,,150.661886,152.1869949,154.5359417,,158.4624554,162.8272889,167.1943721,,171.1267599,173.4809691,175.0101973,,"S"
"F",16,201.5,0.985571579,162.8531067,0.039747815,,,,,150.6853568,152.2110102,154.5606528,,158.4879492,162.8531067,167.2199532,,171.1516601,173.5052538,175.034,,"S"
"F",16,202.5,0.99029042,162.8777619,0.039742249,,,,,150.7076733,152.2338667,154.5842002,,158.5122763,162.8777619,167.244384,,171.1754277,173.5284198,175.0566944,,"S"
"F",16,203.5,0.994936555,162.9013208,0.039737004,,,,,150.7289106,152.2556383,154.6066558,,158.5355056,162.9013208,167.2677286,,171.1981258,173.5505296,175.0783424,,"S"
"F",17,204.5,0.999505539,162.9238449,0.039732048,,,,,150.749138,152.2763929,154.6280858,,158.5577008,162.9238449,167.2900467,,171.2198128,173.5716411,175.099002,,"S"
"F",17,205.5,1.003993753,162.9453912,0.039727352,,,,,150.7684187,152.296193,154.6485512,,158.578921,162.9453912,167.3113942,,171.2405436,173.5918087,175.1187272,,"S"
"F",17,206.5,1.0083983,162.9660131,0.03972289,,,,,150.7868111,152.3150959,154.6681084,,158.5992207,162.9660131,167.3318229,,171.2603693,173.6110831,175.1375685,,"S"
"F",17,207.5,1.012716921,162.9857599,0.03971864,,,,,150.8043689,152.3331548,154.6868095,,158.6186507,162.9857599,167.3513812,,171.2793375,173.6295117,175.155573,,"S"
"F",17,208.5,1.016947912,163.0046776,0.039714581,,,,,150.8211416,152.3504187,154.7047027,,158.6372582,163.0046776,167.3701145,,171.2974929,173.6471389,175.1727851,,"S"
"F",17,209.5,1.021090055,163.0228094,0.039710697,,,,,150.8371748,152.3669327,154.7218327,,158.6550869,163.0228094,167.388065,,171.3148774,173.6640061,175.1892459,,"S"
"F",17,210.5,1.025142554,163.0401953,0.039706971,,,,,150.8525106,152.3827387,154.7382408,,158.6721776,163.0401953,167.4052723,,171.33153,173.6801522,175.2049944,,"S"
"F",17,211.5,1.029104983,163.0568727,0.039703391,,,,,150.8671882,152.3978755,154.7539655,,158.6885682,163.0568727,167.4217734,,171.3474874,173.6956138,175.2200667,,"S"
