"sex","year","month","L","M","S","SD","length","stature","Pre_1","Per_3","Per_5","Per_10","Per_15","Per_25","Per_50","Per_75","Per_85","Per_90","Per_95","Per_97","Per_99","chart_type"
"F",2,30.5,-0.914718817,13.04357164,0.113023467,,,,,10.74078194,10.98581228,11.38474303,,12.11691911,13.04357164,14.11611337,,15.23626013,15.99164336,16.52176469,,"WA"
"F",2,31.5,-0.935876584,13.19180874,0.114056328,,,,,10.84934933,11.09788597,11.50287836,,12.24734867,13.19180874,14.28822545,,15.43719269,16.21432377,16.76084508,,"WA"
"F",2,32.5,-0.955723447,13.34022934,0.115114953,,,,,10.95721927,11.2093447,11.62053698,,12.37757256,13.34022934,14.46106492,,15.63957012,16.43904429,17.00244749,,"WA"
"F",2,33.5,-0.974383363,13.48913319,0.116193327,,,,,11.0647471,11.32053778,11.7380584,,12.50791249,13.48913319,14.6349076,,15.8436466,16.66604785,17.24680927,,"WA"
"F",2,34.5,-0.991980756,13.63877446,0.11728575,,,,,11.17224778,11.43177357,11.85574032,,12.63864672,13.63877446,14.80998135,,16.04962601,16.89552564,17.49411514,,"WA"
"F",2,35.5,-1.008640742,13.78936547,0.118386848,,,,,11.27999893,11.54332263,11.9738418,,12.77001339,13.78936547,14.98647034,,16.25766706,17.12762297,17.74450372,,"WA"
"F",3,36.5,-1.024471278,13.94108332,0.119491669,,,,,11.38824099,11.65541879,12.0925858,,12.90221529,13.94108332,15.16452247,,16.46788956,17.3624437,17.9980699,,"WA"
"F",3,37.5,-1.039573604,14.09407175,0.120595658,,,,,11.49718137,11.76826286,12.21216229,,13.03542218,14.09407175,15.34425164,,16.68037834,17.60005585,18.25487219,,"WA"
"F",3,38.5,-1.054039479,14.24844498,0.121694676,,,,,11.60699649,11.88202491,12.33273088,,13.16977393,14.24844498,15.52574208,,16.89518784,17.84049621,18.51493707,,"WA"
"F",3,39.5,-1.067946784,14.40429169,0.12278503,,,,,11.71783343,11.99684628,12.45442324,,13.3053838,14.40429169,15.7090529,,17.11234657,18.08377443,18.77826268,,"WA"
"F",3,40.5,-1.081374153,14.56167529,0.1238634,,,,,11.82981465,12.11284345,12.57734604,,13.44233976,14.56167529,15.89421842,,17.33185956,18.329878,19.04482627,,"WA"
"F",3,41.5,-1.094381409,14.72064045,0.124926943,,,,,11.94303682,12.23010816,12.7015826,,13.58070885,14.72064045,16.08125551,,17.55371382,18.57877485,19.31458378,,"WA"
"F",3,42.5,-1.107021613,14.88121352,0.125973221,,,,,12.05757491,12.34871076,12.82719552,,13.72053844,14.88121352,16.27016402,,17.77788046,18.83041754,19.58747608,,"WA"
"F",3,43.5,-1.119338692,15.04340553,0.127000212,,,,,12.17348363,12.46870194,12.95422865,,13.86185877,15.04340553,16.4609302,,18.00431807,19.08474635,19.86343169,,"WA"
"F",3,44.5,-1.131367831,15.20721443,0.128006292,,,,,12.29079939,12.59011469,13.08270906,,14.00468502,15.20721443,16.65352914,,18.23297548,19.34169227,20.14236985,,"WA"
"F",3,45.5,-1.143135936,15.37262729,0.128990225,,,,,12.40954207,12.71296607,13.21264896,,14.14901929,15.37262729,16.84792719,,18.46379435,19.60117968,20.42420335,,"WA"
"F",3,46.5,-1.15466215,15.53962221,0.129951143,,,,,12.52971675,12.837259,13.3440474,,14.29485248,15.53962221,17.04408407,,18.69671155,19.86312888,20.70884106,,"WA"
"F",3,47.5,-1.165958392,15.70817017,0.130888527,,,,,12.65131534,12.96298387,13.47689199,,14.44216593,15.70817017,17.24195488,,18.9316613,20.12745836,20.99619028,,"WA"
"F",4,48.5,-1.177029925,15.87823668,0.131802186,,,,,12.77431816,13.09012012,13.61116044,,14.59093307,15.87823668,17.44149184,,19.16857713,20.3940868,21.28615884,,"WA"
"F",4,49.5,-1.187871001,16.04978452,0.132692269,,,,,12.89869431,13.21863694,13.74682181,,14.74112146,16.04978452,17.64264736,,19.40739437,20.66293462,21.57865549,,"WA"
"F",4,50.5,-1.198484073,16.2227706,0.133559108,,,,,13.0244072,13.34849756,13.88383882,,14.89269209,16.2227706,17.84537017,,19.64804889,20.93392691,21.8735972,,"WA"
"F",4,51.5,-1.208853947,16.39715363,0.134403386,,,,,13.15141009,13.47965651,14.02216781,,15.04560355,16.39715363,18.04961414,,19.8904825,21.20699305,22.17090276,,"WA"
"F",4,52.5,-1.218965087,16.57289122,0.13522599,,,,,13.279651,13.61206342,14.16176079,,15.19981137,16.57289122,18.25533469,,20.13464164,21.48206912,22.47049907,,"WA"
"F",4,53.5,-1.228798212,16.74994187,0.136028014,,,,,13.40907302,13.74566354,14.30256641,,15.35526953,16.74994187,18.46249096,,20.38047905,21.75909881,22.7723211,,"WA"
"F",4,54.5,-1.238330855,16.92826587,0.136810739,,,,,13.53961547,13.88039891,14.44453095,,15.51193144,16.92826587,18.67104666,,20.62795467,22.0380343,23.07631287,,"WA"
"F",4,55.5,-1.247537914,17.10782615,0.137575606,,,,,13.67121491,14.0162093,14.58759933,,15.66975084,17.10782615,18.88097086,,20.87703643,22.31883709,23.3824283,,"WA"
"F",4,56.5,-1.256392179,17.28858894,0.138324193,,,,,13.80380614,14.15303322,14.731716,,15.82868259,17.28858894,19.09223862,,21.12770084,22.60147865,23.69063187,,"WA"
"F",4,57.5,-1.264864846,17.47052444,0.139058192,,,,,13.9373231,14.29080875,14.87682577,,15.9886834,17.47052444,19.30483153,,21.37993353,22.88594093,24.00089913,,"WA"
"F",4,58.5,-1.272926011,17.65360733,0.139779387,,,,,14.07169977,14.42947441,15.02287453,,16.14971251,17.65360733,19.51873814,,21.63372961,23.17221677,24.31321719,,"WA"
"F",4,59.5,-1.28054514,17.83781722,0.140489635,,,,,14.20687088,14.56896986,15.16981002,,16.31173224,17.83781722,19.73395429,,21.88909396,23.46031012,24.62758492,,"WA"
"F",5,60.5,-1.287691525,18.02313904,0.141190842,,,,,14.34277271,14.70923661,15.31758235,,16.47470852,18.02313904,19.95048336,,22.14604136,23.75023626,24.94401317,,"WA"
"F",5,61.5,-1.294332076,18.20956418,0.141884974,,,,,14.47934293,14.85021811,15.46614444,,16.63861163,18.20956418,20.16833747,,22.40459718,24.04202158,25.26252369,,"WA"
"F",5,62.5,-1.300441561,18.3970876,0.142573939,,,,,14.61652406,14.9918623,15.61545325,,16.80341543,18.3970876,20.38753372,,22.66479513,24.33570429,25.5831532,,"WA"
"F",5,63.5,-1.305989011,18.58571243,0.143259709,,,,,14.75426001,15.13411929,15.76546914,,16.96909934,18.58571243,20.60809964,,22.92668027,24.63133325,25.90594748,,"WA"
"F",5,64.5,-1.310946941,18.77544728,0.143944216,,,,,14.89249907,15.27694359,15.91615695,,17.13564756,18.77544728,20.83006969,,23.19030686,24.92896835,26.23096473,,"WA"
"F",5,65.5,-1.315289534,18.966307,0.144629359,,,,,15.03119376,15.42029408,16.06748615,,17.30304956,18.966307,21.05348599,,23.45573857,25.22868007,26.55827443,,"WA"
"F",5,66.5,-1.318992925,19.15831267,0.14531699,,,,,15.17030121,15.56413437,16.21943117,,17.4713002,19.15831267,21.27839816,,23.72304816,25.5305491,26.88795694,,"WA"
"F",5,67.5,-1.322035315,19.35149163,0.146008903,,,,,15.30978338,15.70843301,16.37197155,,17.64039992,19.35149163,21.50486316,,23.99231712,25.83466581,27.2201029,,"WA"
"F",5,68.5,-1.324398133,19.54587708,0.146706813,,,,,15.4496077,15.85316397,16.52509225,,17.81035463,19.54587708,21.7329446,,24.263635,26.14112991,27.55481321,,"WA"
"F",5,69.5,-1.326064539,19.74150854,0.147412363,,,,,15.5897467,15.99830645,16.67878363,,17.98117606,19.74150854,21.96271325,,24.53709941,26.45004964,27.89219758,,"WA"
"F",5,70.5,-1.327020415,19.93843145,0.148127109,,,,,15.73017845,16.1438452,16.83304163,,18.15288153,19.93843145,22.19424627,,24.8128152,26.76154129,28.2323743,,"WA"
"F",5,71.5,-1.327256387,20.13669623,0.148852482,,,,,15.87088741,16.28977109,16.98786798,,18.32549376,20.13669623,22.42762598,,25.09089343,27.07572865,28.57547042,,"WA"
"F",6,72.5,-1.326763834,20.33635961,0.149589838,,,,,16.01186303,16.43608019,17.14326985,,18.49904125,20.33635961,22.66294138,,25.3714519,27.39274198,28.92161906,,"WA"
"F",6,73.5,-1.325538668,20.53748298,0.1503404,,,,,16.15310112,16.58277468,17.29926017,,18.67355775,20.53748298,22.90028597,,25.65461346,27.71271759,29.27096042,,"WA"
"F",6,74.5,-1.323579654,20.74013277,0.151105277,,,,,16.29460329,16.72986243,17.4558574,,18.84908224,20.74013277,23.13975807,,25.94050589,28.03579694,29.62364011,,"WA"
"F",6,75.5,-1.320888012,20.94438028,0.151885464,,,,,16.43637669,16.87735682,17.61308542,,19.02565892,20.94438028,23.38146064,,26.22926131,28.36212579,29.97980811,,"WA"
"F",6,76.5,-1.317468695,21.15030093,0.152681819,,,,,16.57843458,17.02527707,17.77097356,,19.20333679,21.15030093,23.62550009,,26.52101516,28.69185351,30.33961853,,"WA"
"F",6,77.5,-1.313331446,21.35797332,0.15349505,,,,,16.72079656,17.17364841,17.92955656,,19.38216922,21.35797332,23.87198507,,26.815905,29.02513239,30.70322948,,"WA"
"F",6,78.5,-1.308487081,21.56748045,0.154325756,,,,,16.86348713,17.32250091,18.08887399,,19.56221428,21.56748045,24.12102802,,27.11407112,29.36211644,31.07080008,,"WA"
"F",6,79.5,-1.302948173,21.77890902,0.155174414,,,,,17.00653572,17.47186953,18.24897012,,19.74353436,21.77890902,24.37274421,,27.41565556,29.70296069,31.44248988,,"WA"
"F",6,80.5,-1.296733913,21.99234686,0.15604132,,,,,17.14997871,17.62179544,18.40989435,,19.92619507,21.99234686,24.62724833,,27.72079958,30.04782073,31.81846107,,"WA"
"F",6,81.5,-1.289863329,22.20788541,0.156926667,,,,,17.2938564,17.77232382,18.57170012,,20.110266,22.20788541,24.88465774,,28.02964533,30.39685131,32.19887352,,"WA"
"F",6,82.5,-1.282358762,22.4256177,0.157830504,,,,,17.43821437,17.92350474,18.73444512,,20.29581981,22.4256177,25.14508981,,28.3423338,30.75020585,32.58388611,,"WA"
"F",6,83.5,-1.274244931,22.64563824,0.158752743,,,,,17.58310295,18.07539265,18.89819089,,20.48293203,22.64563824,25.40866182,,28.65900443,31.10803553,32.97365535,,"WA"
"F",7,84.5,-1.265548787,22.86804258,0.159693163,,,,,17.72857693,18.2280462,19.06300261,,20.67168066,22.86804258,25.67549032,,28.97979428,31.47048848,33.3683346,,"WA"
"F",7,85.5,-1.256299378,23.09292679,0.16065141,,,,,17.87469542,18.38152794,19.22894873,,20.86214582,23.09292679,25.94569055,,29.30483741,31.83770901,33.76807319,,"WA"
"F",7,86.5,-1.24653066,23.32038549,0.161626956,,,,,18.02152302,18.53590513,19.39610118,,21.05440884,23.32038549,26.21937378,,29.63426278,32.2098371,34.17301785,,"WA"
"F",7,87.5,-1.236266832,23.55051871,0.162619308,,,,,18.16912246,18.69124428,19.56453273,,21.24855446,23.55051871,26.49665657,,29.96819988,32.58700628,34.5833014,,"WA"
"F",7,88.5,-1.225551344,23.78341652,0.1636276,,,,,18.31756871,18.84762137,19.73432134,,21.44466518,23.78341652,26.77764034,,30.30676532,32.96934568,34.99906317,,"WA"
"F",7,89.5,-1.214410914,24.01917703,0.1646511,,,,,18.46693089,19.00510849,19.90554403,,21.64282737,24.01917703,27.06243533,,30.65007797,33.35697585,35.42042208,,"WA"
"F",7,90.5,-1.202884389,24.25789074,0.165688808,,,,,18.61728653,19.16378421,20.07828129,,21.84312554,24.25789074,27.35113996,,30.99824532,33.75001097,35.84749737,,"WA"
"F",7,91.5,-1.191007906,24.49964778,0.166739662,,,,,18.76871394,19.32372789,20.25261432,,22.04564463,24.49964778,27.64385046,,31.3513695,34.14855665,36.28039703,,"WA"
"F",7,92.5,-1.178818621,24.74453536,0.167802495,,,,,18.92129383,19.48502077,20.42862531,,22.25046892,24.74453536,27.94065757,,31.70954484,34.55270981,36.71922013,,"WA"
"F",7,93.5,-1.166354376,24.99263735,0.168876037,,,,,19.07510898,19.64774563,20.60639712,,22.45768158,24.99263735,28.24164611,,32.07285742,34.96255799,37.16405609,,"WA"
"F",7,94.5,-1.153653688,25.24403371,0.169958922,,,,,19.23024402,19.8119865,20.7860129,,22.6673643,25.24403371,28.54689431,,32.44138436,35.37817885,37.61498429,,"WA"
"F",7,95.5,-1.140751404,25.49880264,0.171049756,,,,,19.38678267,19.9778266,20.96755499,,22.87959773,25.49880264,28.85647669,,32.81519554,35.79963916,38.07206991,,"WA"
"F",8,96.5,-1.127684095,25.7570168,0.172147043,,,,,19.54481057,20.14535023,21.15110555,,23.09445998,25.7570168,29.17045929,,33.19435025,36.2269949,38.53536809,,"WA"
"F",8,97.5,-1.114490244,26.01874261,0.173249185,,,,,19.70441527,20.31464276,21.33674635,,23.31202608,26.01874261,29.4888987,,33.5788965,36.66029091,39.00492396,,"WA"
"F",8,98.5,-1.101204848,26.28404312,0.174354569,,,,,19.86568272,20.48578791,21.52455736,,23.53236883,26.28404312,29.8118461,,33.9688734,37.09955982,39.48076746,,"WA"
"F",8,99.5,-1.087863413,26.55297507,0.175461512,,,,,20.02869944,20.65886924,21.71461721,,23.75555744,26.55297507,30.13934341,,34.3643086,37.54482215,39.96291669,,"WA"
"F",8,100.5,-1.074500927,26.82558904,0.176568284,,,,,20.19355165,20.83396942,21.90700268,,23.98165745,26.82558904,30.47142364,,34.76521834,37.99608589,40.45137672,,"WA"
"F",8,101.5,-1.061151213,27.1019295,0.177673124,,,,,20.36032458,21.01116968,22.10178826,,24.21073043,27.1019295,30.80811106,,35.17160751,38.45334608,40.94613881,,"WA"
"F",8,102.5,-1.047847141,27.38203422,0.178774242,,,,,20.52910239,21.19054959,22.29904589,,24.44283365,27.38203422,31.14942058,,35.58346914,38.91658465,41.44718044,,"WA"
"F",8,103.5,-1.034620551,27.66593402,0.179869829,,,,,20.6999678,21.37218677,22.49884459,,24.67801969,27.66593402,31.49535747,,36.00078421,39.38577014,41.95446506,,"WA"
"F",8,104.5,-1.021502197,27.9536524,0.180958063,,,,,20.8730018,21.55615653,22.7012502,,24.9163362,27.9536524,31.8459171,,36.42352136,39.86085756,42.46794195,,"WA"
"F",8,105.5,-1.008521695,28.24520531,0.182037118,,,,,21.04828336,21.74253164,22.90632506,,25.15782551,28.24520531,32.20108468,,36.85163675,40.3417882,42.98754609,,"WA"
"F",8,106.5,-0.995707494,28.54060085,0.183105172,,,,,21.22588911,21.93138197,23.1141277,,25.40252443,28.54060085,32.56083507,,37.28507392,40.82848957,43.51319807,,"WA"
"F",8,107.5,-0.983086844,28.83983907,0.18416041,,,,,21.40589307,22.12277423,23.32471257,,25.65046392,28.83983907,32.92513255,,37.72376365,41.32087531,44.04480409,,"WA"
"F",9,108.5,-0.970685789,29.14291171,0.185201039,,,,,21.58836636,22.31677169,23.53812979,,25.90166889,29.14291171,33.29393074,,38.16762389,41.8188452,44.58225593,,"WA"
"F",9,109.5,-0.958529157,29.44980208,0.186225287,,,,,21.77337689,22.51343388,23.75442484,,26.15615792,29.44980208,33.66717239,,38.61655976,42.32228515,45.12543098,,"WA"
"F",9,110.5,-0.946640568,29.76048479,0.187231416,,,,,21.96098914,22.71281638,23.97363834,,26.41394306,29.76048479,34.04478937,,39.0704635,42.83106725,45.67419242,,"WA"
"F",9,111.5,-0.935042447,30.0749257,0.188217723,,,,,22.15126389,22.91497052,24.19580583,,26.67502964,30.0749257,34.42670255,,39.52921454,43.34504991,46.22838923,,"WA"
"F",9,112.5,-0.923756041,30.39308176,0.18918255,,,,,22.34425792,23.11994316,24.4209575,,26.93941607,30.39308176,34.8128218,,39.99267955,43.86407795,46.78785646,,"WA"
"F",9,113.5,-0.912801445,30.71490093,0.190124286,,,,,22.54002382,23.32777646,24.64911804,,27.20709368,30.71490093,35.20304599,,40.46071256,44.38798278,47.3524154,,"WA"
"F",9,114.5,-0.902197638,31.0403221,0.191041375,,,,,22.73860975,23.53850764,24.88030638,,27.47804659,31.0403221,35.59726302,,40.9331551,44.91658265,47.92187383,,"WA"
"F",9,115.5,-0.891962513,31.36927506,0.191932319,,,,,22.94005917,23.7521688,25.11453557,,27.75225159,31.36927506,35.99534989,,41.40983639,45.44968284,48.49602631,,"WA"
"F",9,116.5,-0.882112919,31.7016805,0.192795682,,,,,23.14441069,23.96878672,25.35181259,,28.029678,31.7016805,36.3971728,,41.89057352,45.98707597,49.07465451,,"WA"
"F",9,117.5,-0.872664706,32.03744999,0.193630095,,,,,23.35169781,24.18838263,25.59213818,,28.31028765,32.03744999,36.80258726,,42.37517172,46.52854232,49.65752758,,"WA"
"F",9,118.5,-0.863632768,32.37648607,0.19443426,,,,,23.56194878,24.4109721,25.83550673,,28.59403476,32.37648607,37.21143829,,42.86342465,47.07385017,50.24440253,,"WA"
"F",9,119.5,-0.855031092,32.71868225,0.195206948,,,,,23.77518637,24.63656488,26.08190616,,28.88086594,32.71868225,37.62356058,,43.35511467,47.62275619,50.83502464,,"WA"
"F",10,120.5,-0.846872805,33.06392318,0.195947008,,,,,23.99142774,24.86516468,26.33131782,,29.17072015,33.06392318,38.03877869,,43.85001322,48.17500585,51.42912799,,"WA"
"F",10,121.5,-0.839170224,33.4120847,0.196653365,,,,,24.21068424,25.09676913,26.58371638,,29.4635287,33.4120847,38.45690737,,44.34788119,48.73033386,52.02643587,,"WA"
"F",10,122.5,-0.831934903,33.76303402,0.197325023,,,,,24.43296131,25.33136962,26.8390698,,29.7592153,33.76303402,38.87775177,,44.84846931,49.28846466,52.62666135,,"WA"
"F",10,123.5,-0.825177688,34.1166299,0.197961065,,,,,24.65825833,25.56895119,27.09733925,,30.05769609,34.1166299,39.30110778,,45.35151857,49.84911291,53.22950783,,"WA"
"F",10,124.5,-0.818908758,34.47272283,0.198560655,,,,,24.88656847,25.80949245,27.35847906,,30.35887971,34.47272283,39.72676238,,45.8567607,50.41198402,53.8346696,,"WA"
"F",10,125.5,-0.813137675,34.83115524,0.199123037,,,,,25.11787864,26.05296553,27.62243677,,30.66266737,34.83115524,40.15449395,,46.36391866,50.9767747,54.44183245,,"WA"
"F",10,126.5,-0.807873433,35.19176177,0.199647538,,,,,25.35216934,26.29933598,27.88915304,,30.96895298,35.19176177,40.58407272,,46.87270712,51.54317357,55.0506743,,"WA"
"F",10,127.5,-0.803122613,35.55437176,0.200133598,,,,,25.58941249,26.5485612,28.15856107,,31.27762411,35.55437176,41.01526401,,47.38283479,52.11086123,55.66086287,,"WA"
"F",10,128.5,-0.79889771,35.91879976,0.200580618,,,,,25.82958069,26.80059725,28.43058954,,31.58855853,35.91879976,41.44781609,,47.89399722,52.67951305,56.27206944,,"WA"
"F",10,129.5,-0.795203499,36.28486194,0.200988216,,,,,26.0726318,27.05538753,28.70515783,,31.90163028,36.28486194,41.88148136,,48.40589011,53.2487963,56.88394797,,"WA"
"F",10,130.5,-0.792047959,36.65236365,0.201356017,,,,,26.31852113,27.31287184,28.98217994,,32.21670522,36.65236365,42.31600037,,48.91819978,53.81837358,57.49615297,,"WA"
"F",10,131.5,-0.789435274,37.02110818,0.201683791,,,,,26.56719327,27.57298031,29.26156199,,32.5336442,37.02110818,42.75111318,,49.43061053,54.38790173,58.10832895,,"WA"
"F",11,132.5,-0.787374433,37.39088668,0.201971282,,,,,26.81859231,27.83564104,29.5432056,,32.85229967,37.39088668,43.18654635,,49.94279684,54.95703466,58.72012509,,"WA"
